sample_id,run_id_if_available,main_true,main_pred,turn_true,turn_pred,theta_true_deg,theta_pred_deg,theta_abs_err_deg,is_main_error,is_turn_error,is_transition_window,is_stall,is_slope,is_flat,is_theta_edge,is_flat_peak,main_conf,turn_conf,theta_error_rank,input_feature_stats
test_03355,3,1,2,-1,-1,1.5,8.74908542633057,7.24908542633057,true,false,false,true,false,false,false,false,0.99999669359978,0.982569629633315,11,"{""gyro_z_mean"":0.19520016721799038,""gyro_z_rms"":0.2077193691461085,""I_sum_mean"":0.3148321486078203,""I_sum_rms"":0.3207212702793776,""I_diff_abs_mean"":-0.079243044834584,""I_diff_abs_rms"":1.3909579527996705,""v_hat_mean"":-0.5539853936061263,""v_hat_rms"":0.5539870181172103,""kappa_proxy_mean"":-0.11401977987225109,""kappa_proxy_rms"":0.2855177572039765,""drive_load_proxy_mean"":0.8089258018881083,""drive_load_proxy_rms"":0.8132020627298979,""yaw_consistency_error_mean"":-0.18503982783295214,""yaw_consistency_error_rms"":0.1945016466325357}"
test_01356,54,1,1,0,0,6.24999952316284,13.3125591278076,7.06255960464478,false,false,false,true,false,false,false,false,0.999999677878196,0.999999999282865,12,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":0.9698296222431964,""I_sum_rms"":1.0191953733031451,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5556810977868736,""v_hat_rms"":0.5556939041522987,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.4135096976533532,""drive_load_proxy_rms"":1.4249983494250837,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_01286,54,1,1,0,0,6.24999952316284,13.2933025360107,7.0433030128479,false,false,false,true,false,false,false,false,0.999977707083772,0.999999562606179,13,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":1.0801731552928686,""I_sum_rms"":1.0828772029036118,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5570030612871051,""v_hat_rms"":0.5570038000476635,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.475006707943976,""drive_load_proxy_rms"":1.475605229892399,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_01217,60,1,1,0,0,9.24999904632568,16.2275886535645,6.97758960723877,false,false,false,true,false,false,false,false,0.999999369452015,0.999996683804014,14,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":1.682111288420856,""I_sum_rms"":1.6833152615757316,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5219308477826416,""v_hat_rms"":0.5219314002730544,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.8072893153876066,""drive_load_proxy_rms"":1.8076216720022285,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_00872,85,1,1,0,0,2.89999985694885,9.86298084259033,6.96298122406006,false,false,false,true,false,false,false,false,0.999999873717952,0.999999864603309,15,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":0.4466532259648375,""I_sum_rms"":0.5378795455715707,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5703535508364439,""v_hat_rms"":0.5703630574236492,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.1195863590110093,""drive_load_proxy_rms"":1.1320874789022757,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_00587,54,1,1,0,0,6.24999952316284,13.1886081695557,6.93860864639282,false,false,false,true,false,false,false,false,0.999967490586188,0.999996508830276,16,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":1.1134361689910293,""I_sum_rms"":1.1134450374992089,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5573954759165645,""v_hat_rms"":0.5573954782069076,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.4867475340142846,""drive_load_proxy_rms"":1.4867786620750634,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_00000,54,1,1,0,0,6.24999952316284,13.175178527832,6.92517900466919,false,false,false,true,false,false,false,false,0.999989593763707,0.99999890869511,17,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":1.106980374082923,""I_sum_rms"":1.1071335235100295,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5573202813975513,""v_hat_rms"":0.5573203235611124,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.4872430032119155,""drive_load_proxy_rms"":1.4872770181190624,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_03163,60,1,1,0,0,9.24999904632568,16.0855045318604,6.83550548553467,false,false,false,true,false,false,false,false,0.9999998077171,0.999999954909478,18,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":1.5899753980338573,""I_sum_rms"":1.611536771298308,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5208306177519262,""v_hat_rms"":0.5208400663891911,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":1.7560940831899643,""drive_load_proxy_rms"":1.7626203013127248,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_03352,27,1,1,0,0,-6.75,0.000767028890550137,6.75076723098755,false,false,false,true,false,false,false,false,0.999962920918764,0.999981884348508,19,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":-1.3677683840505779,""I_sum_rms"":1.4467731598402769,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.588285437785089,""v_hat_rms"":0.5883448015410979,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":-0.4150931971380487,""drive_load_proxy_rms"":0.5377371766183444,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_00750,3,1,0,0,0,-6.49999952316284,0.0478724949061871,6.5478720664978,true,false,true,true,false,false,false,false,0.999982458593319,0.758547864625531,20,"{""gyro_z_mean"":-0.63802773693169,""gyro_z_rms"":0.870757586351553,""I_sum_mean"":-1.5638645582366735,""I_sum_rms"":1.6887040593096734,""I_diff_abs_mean"":-0.18011281383223832,""I_diff_abs_rms"":0.3449456452370192,""v_hat_mean"":-0.1562229892006144,""v_hat_rms"":0.15741574441935838,""kappa_proxy_mean"":-0.9549494182574563,""kappa_proxy_rms"":1.2048528794872346,""drive_load_proxy_mean"":0.09492874207762725,""drive_load_proxy_rms"":0.36204392807421576,""yaw_consistency_error_mean"":1.0327575038390933,""yaw_consistency_error_rms"":1.3599252098291854}"
test_01526,3,1,2,-1,0,1.5,7.82893991470337,6.32893991470337,true,true,false,true,false,false,false,false,0.999631244081924,0.994478223110245,21,"{""gyro_z_mean"":0.16139521123841405,""gyro_z_rms"":0.1816767976624725,""I_sum_mean"":0.28770049568265676,""I_sum_rms"":0.29688135739091825,""I_diff_abs_mean"":0.5966014656005427,""I_diff_abs_rms"":1.2786225390235981,""v_hat_mean"":-0.554210857488215,""v_hat_rms"":0.554216156590386,""kappa_proxy_mean"":-0.32337191028091183,""kappa_proxy_rms"":0.4419505980298251,""drive_load_proxy_mean"":0.8150704479776323,""drive_load_proxy_rms"":0.8226858862228582,""yaw_consistency_error_mean"":-0.12705309412558563,""yaw_consistency_error_rms"":0.1418766950674394}"
test_02448,12,2,2,-1,0,8.83269882202148,2.75517225265503,6.07752656936646,false,true,false,false,true,false,true,false,0.777989622074102,0.98227122902517,22,"{""gyro_z_mean"":0.9408050612546504,""gyro_z_rms"":0.9418960507461035,""I_sum_mean"":0.5082934394013137,""I_sum_rms"":0.5819838463585408,""I_diff_abs_mean"":-0.9266447852132842,""I_diff_abs_rms"":1.3025944061704304,""v_hat_mean"":-0.46246755379252136,""v_hat_rms"":0.46292128742006544,""kappa_proxy_mean"":1.9420073563233018,""kappa_proxy_rms"":1.9435092110009262,""drive_load_proxy_mean"":-0.72585449781036,""drive_load_proxy_rms"":1.2649524858403602,""yaw_consistency_error_mean"":-0.972716698423028,""yaw_consistency_error_rms"":0.9751678544840127}"
test_03259,12,1,2,1,-1,5.49999952316284,11.5424528121948,6.04245328903198,true,true,false,true,false,false,false,false,0.988464799392837,0.813583882138016,23,"{""gyro_z_mean"":0.6734014065004885,""gyro_z_rms"":0.6754853506096166,""I_sum_mean"":0.8781086489325389,""I_sum_rms"":0.8838990695494756,""I_diff_abs_mean"":0.04319804604165256,""I_diff_abs_rms"":0.7904625085777516,""v_hat_mean"":0.03815814698464237,""v_hat_rms"":0.04919449208905349,""kappa_proxy_mean"":0.5011426790151745,""kappa_proxy_rms"":0.5021754318123023,""drive_load_proxy_mean"":1.0641880549956113,""drive_load_proxy_rms"":1.6273866515132172,""yaw_consistency_error_mean"":-0.6422827187925577,""yaw_consistency_error_rms"":0.6436252811163582}"
test_01997,27,1,1,0,0,-6.75,-0.712550163269043,6.03744983673096,false,false,false,true,false,false,false,false,0.999968887230733,0.999987932778835,24,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":-1.2470797556452453,""I_sum_rms"":1.338963222174188,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5859512118622661,""v_hat_rms"":0.5860121117125398,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":-0.5096671120845713,""drive_load_proxy_rms"":0.6141171830133764,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_00486,12,1,2,1,-1,5.49999952316284,11.5223779678345,6.02237844467163,true,true,false,true,false,false,false,false,0.998843143407128,0.716964036512279,25,"{""gyro_z_mean"":0.6771475775167346,""gyro_z_rms"":0.6791169150404357,""I_sum_mean"":0.8997747813118622,""I_sum_rms"":0.9082008268969548,""I_diff_abs_mean"":-0.20699076517485082,""I_diff_abs_rms"":0.9339709917858483,""v_hat_mean"":0.058039331444888376,""v_hat_rms"":0.08265295372422644,""kappa_proxy_mean"":0.49105113046243787,""kappa_proxy_rms"":0.49356177922823735,""drive_load_proxy_mean"":0.6878707588184625,""drive_load_proxy_rms"":1.6215207584358773,""yaw_consistency_error_mean"":-0.6290876688435674,""yaw_consistency_error_rms"":0.6324412272557514}"
test_02446,3,1,0,0,0,-6.5515193939209,-0.530333936214447,6.02118539810181,true,false,true,true,false,false,false,false,0.999997606273017,0.936748710351854,26,"{""gyro_z_mean"":-0.28356961270037573,""gyro_z_rms"":0.3916451748456257,""I_sum_mean"":-0.9263821314089,""I_sum_rms"":1.4339794396550924,""I_diff_abs_mean"":-0.3694091036450118,""I_diff_abs_rms"":0.5598898448123337,""v_hat_mean"":-0.1552446573623456,""v_hat_rms"":0.15693819875487106,""kappa_proxy_mean"":-0.48397408140590414,""kappa_proxy_rms"":0.6326325781934484,""drive_load_proxy_mean"":0.3963320100397141,""drive_load_proxy_rms"":0.7136705969741187,""yaw_consistency_error_mean"":0.47258619240892585,""yaw_consistency_error_rms"":0.670753101553862}"
test_03398,3,1,0,0,0,-6.76483154296875,-0.796595215797424,5.96823644638062,true,false,true,true,false,false,false,false,0.999999989943765,0.860453211451306,27,"{""gyro_z_mean"":-0.20178384384780657,""gyro_z_rms"":0.27211454820852105,""I_sum_mean"":-0.5847193063236773,""I_sum_rms"":1.2998937596561921,""I_diff_abs_mean"":-0.4737895636353642,""I_diff_abs_rms"":0.6540427835063433,""v_hat_mean"":-0.14374459357350133,""v_hat_rms"":0.149086704442216,""kappa_proxy_mean"":-0.34187449648743495,""kappa_proxy_rms"":0.43662813934240363,""drive_load_proxy_mean"":0.5408869727348247,""drive_load_proxy_rms"":0.830344801054392,""yaw_consistency_error_mean"":0.3106409149331739,""yaw_consistency_error_rms"":0.43210081404412265}"
test_02711,12,2,2,-1,1,5.09326171875,-0.717174172401428,5.81043577194214,false,true,false,false,true,false,false,false,0.999598478792668,0.85448790390083,28,"{""gyro_z_mean"":0.9352594609372318,""gyro_z_rms"":0.9361029948226729,""I_sum_mean"":0.45775626599788666,""I_sum_rms"":0.5203709904653743,""I_diff_abs_mean"":-0.9921502432553098,""I_diff_abs_rms"":1.3547476990769687,""v_hat_mean"":-0.4649150634650141,""v_hat_rms"":0.4652336914807831,""kappa_proxy_mean"":1.9423758899793029,""kappa_proxy_rms"":1.9438563537958728,""drive_load_proxy_mean"":-0.7116134310490452,""drive_load_proxy_rms"":1.227092410995057,""yaw_consistency_error_mean"":-0.9645871436223388,""yaw_consistency_error_rms"":0.966870825314772}"
test_01800,22,1,1,0,1,-9.55000019073486,-3.79345059394836,5.75654983520508,false,true,false,true,false,false,false,false,0.999997246723245,0.663985836444763,29,"{""gyro_z_mean"":0.357090562582016,""gyro_z_rms"":0.357090562582016,""I_sum_mean"":0.3006958467885852,""I_sum_rms"":0.30071368713488067,""I_diff_abs_mean"":-0.4582143959123641,""I_diff_abs_rms"":0.5381720611071055,""v_hat_mean"":-0.6040487447753549,""v_hat_rms"":0.6040618389879763,""kappa_proxy_mean"":0.7828254136256874,""kappa_proxy_rms"":0.7835266916149157,""drive_load_proxy_mean"":-0.42634151480160654,""drive_load_proxy_rms"":0.4746485652662569,""yaw_consistency_error_mean"":-0.3377445957157761,""yaw_consistency_error_rms"":0.33775581614953204}"
test_02773,3,1,0,0,0,-6.49999952316284,-0.760399043560028,5.73960065841675,true,false,true,true,false,false,false,false,0.999999940306711,0.915311284900112,30,"{""gyro_z_mean"":-0.41886523515859153,""gyro_z_rms"":0.5780297858172765,""I_sum_mean"":-1.26086399378255,""I_sum_rms"":1.5601924105252405,""I_diff_abs_mean"":-0.26545025245286524,""I_diff_abs_rms"":0.4471756448268091,""v_hat_mean"":-0.15969698899425566,""v_hat_rms"":0.1602787735778825,""kappa_proxy_mean"":-0.6861085091368295,""kappa_proxy_rms"":0.8899051767994334,""drive_load_proxy_mean"":0.24416710617742865,""drive_load_proxy_rms"":0.5579893474265308,""yaw_consistency_error_mean"":0.7117096271103946,""yaw_consistency_error_rms"":0.9829385405936717}"
test_01490,22,1,1,0,1,-9.55000019073486,-3.8701159954071,5.67988395690918,false,true,false,true,false,false,false,false,0.572488079665962,0.934249856128633,31,"{""gyro_z_mean"":0.357090562582016,""gyro_z_rms"":0.357090562582016,""I_sum_mean"":0.29954936681315303,""I_sum_rms"":0.2995504142908256,""I_diff_abs_mean"":-0.33917258586734533,""I_diff_abs_rms"":0.33988388015756943,""v_hat_mean"":-0.6060002902522683,""v_hat_rms"":0.6060006810682763,""kappa_proxy_mean"":0.8021455691196024,""kappa_proxy_rms"":0.8021702265156971,""drive_load_proxy_mean"":-0.34139685542322695,""drive_load_proxy_rms"":0.3419086948508612,""yaw_consistency_error_mean"":-0.33911631628870964,""yaw_consistency_error_rms"":0.33911667744354695}"
test_00287,22,1,1,0,1,-9.55000019073486,-3.92979574203491,5.62020444869995,false,true,false,true,false,false,false,false,0.982153785984999,0.97099964511454,32,"{""gyro_z_mean"":0.357090562582016,""gyro_z_rms"":0.357090562582016,""I_sum_mean"":0.30019406229257584,""I_sum_rms"":0.3002024013674281,""I_diff_abs_mean"":-0.3582352716475725,""I_diff_abs_rms"":0.3644198236192271,""v_hat_mean"":-0.6055690315552056,""v_hat_rms"":0.605569781550975,""kappa_proxy_mean"":0.7959059998393059,""kappa_proxy_rms"":0.7960417139148337,""drive_load_proxy_mean"":-0.35377735807560384,""drive_load_proxy_rms"":0.35724974707792895,""yaw_consistency_error_mean"":-0.3384313976857811,""yaw_consistency_error_rms"":0.33843690896370093}"
test_02049,12,1,2,1,-1,5.49999952316284,11.1165237426758,5.61652421951294,true,true,false,true,false,false,false,false,0.781672063159036,0.960150890933051,33,"{""gyro_z_mean"":0.6589277973398566,""gyro_z_rms"":0.6607311971779479,""I_sum_mean"":0.8679648864781484,""I_sum_rms"":0.8727023911350243,""I_diff_abs_mean"":0.29190541501156986,""I_diff_abs_rms"":0.6190299338592592,""v_hat_mean"":0.02796438807854429,""v_hat_rms"":0.029491997717301748,""kappa_proxy_mean"":0.4996619434095919,""kappa_proxy_rms"":0.5007120166927876,""drive_load_proxy_mean"":1.4145069338846952,""drive_load_proxy_rms"":1.6437451155313387,""yaw_consistency_error_mean"":-0.6401742943562567,""yaw_consistency_error_rms"":0.6415619497072651}"
test_01508,3,1,1,-1,0,1.5,7.1108512878418,5.6108512878418,false,true,false,true,false,false,false,false,0.508582756256763,0.984349444344858,34,"{""gyro_z_mean"":0.1346635061490815,""gyro_z_rms"":0.14942601865658509,""I_sum_mean"":0.29365732264705,""I_sum_rms"":0.30282792183254303,""I_diff_abs_mean"":0.41419457260053605,""I_diff_abs_rms"":1.227139593715589,""v_hat_mean"":-0.552802343852818,""v_hat_rms"":0.5528265072778105,""kappa_proxy_mean"":-0.41452632293839997,""kappa_proxy_rms"":0.46816371167167325,""drive_load_proxy_mean"":0.7619510473450646,""drive_load_proxy_rms"":0.7874832764384889,""yaw_consistency_error_mean"":-0.1058402685157489,""yaw_consistency_error_rms"":0.11578168277817594}"
test_01197,12,1,2,1,1,5.49999952316284,11.0686655044556,5.56866598129272,true,false,false,true,false,false,false,false,0.999814903528054,0.570806533254249,35,"{""gyro_z_mean"":0.662520274752751,""gyro_z_rms"":0.6670078672899815,""I_sum_mean"":0.9221110789803788,""I_sum_rms"":0.9324992826450882,""I_diff_abs_mean"":-0.4411930211354047,""I_diff_abs_rms"":1.0379684750014433,""v_hat_mean"":0.08771164483914617,""v_hat_rms"":0.12475623200866896,""kappa_proxy_mean"":0.4668514591176063,""kappa_proxy_rms"":0.47482746737443243,""drive_load_proxy_mean"":0.28682579123415053,""drive_load_proxy_rms"":1.6232195891708032,""yaw_consistency_error_mean"":-0.593385560088791,""yaw_consistency_error_rms"":0.6060197891713465}"
test_00880,60,1,1,0,0,9.24999904632568,14.6518030166626,5.40180397033691,false,false,false,true,false,false,false,false,0.999800640922511,0.999999819913658,36,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":0.05885322415269911,""I_sum_rms"":0.062178372071078285,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5000623655505478,""v_hat_rms"":0.5000626884628854,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":0.878505861852318,""drive_load_proxy_rms"":0.8785794342697368,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
